Nombre,Subcategoria,Precio,Ruta de la Imagen,Calorias,Grasas,Carbohidratos,Proteínas,Fibra,Sal,Azúcares,supermercado,Categoria
Salmorejo al estilo cordobés Hacendado,Gazpacho y cremas,"2,65 €",img_mercadona\Gazpacho_y_cremas\Gazpacho_y_salmorejo\Salmorejo_al_estilo_cordobés_Hacendado_2.jpg,85.0,6.4,5.1,1.1,1.63,0.66,9.1,Mercadona,Alimentos Procesados
Chocolate con leche Fussion Hacendado relleno crema de fresa,Chocolate,"1,35 €",img_mercadona\Chocolate\Chocolate_con_leche\Chocolate_con_leche_Fussion_Hacendado_relleno_crema_de_fresa_12.jpg,93.0,4.6,11.6,1.3,0.86,0.05,40.47,Mercadona,Dulces y Snacks
Chicles sabor eucalipto sin azúcar Orbit bolsa 5 unidades,AzucarChocolatesCaramelos,"3,69 €",https://www.dia.es/product_images/65607/65607_ISO_0_ES.jpg?imwidth=176,148kcal,0g,"61,7g",0g,0.0,0g,0.0,Día,Dulces y Snacks
Filetes lomo de cerdo adobado familiar,Empanados y elaborados,"6,08 €",img_mercadona\Empanados_y_elaborados\Empanados_y_elaborados\Filetes_lomo_de_cerdo_adobado_familiar_4.jpg,228.5,7.62,29.5,9.52,0.06,1.73,0.66,Mercadona,Carnes y Pescados
ALIMAR Pulpo en su jugo 100% gallego pata ALIMAR 150 gr.,ahumados_surimis_anchoas_pulpos_otros,"31,92 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\ALIMAR_Pulpo_en_su_jugo_100%_gallego_pata_ALIMAR_150_gr._143.jpg,163,9.5,0.6,28.4,0.0,1.0,2.4,Alcampo,Carnes y Pescados
Caramelos de fresa sin azúcar Smint caja 105 g,AzucarChocolatesCaramelos,"4,90 €",https://www.dia.es/product_images/286717/286717_ISO_0_ES.jpg?imwidth=176,248kcal,"1,4g",94g,0g,0.0,"0,04g",0.0,Día,Dulces y Snacks
Rabas empanadas Hacendado ultracongeladas,Rebozados (congelados),"3,95 €",img_mercadona\Rebozados_(congelados)\Pescado_rebozado\Rabas_empanadas_Hacendado_ultracongeladas_5.jpg,177.0,7.62,15.75,10.62,0.57,1.23,0.95,Mercadona,Carnes y Pescados
"Ensalada con verduras asadas, aceitunas negras y especias Medisalad lata 250 g",ConservasCaldosCremas,"2,99 €",https://www.dia.es/product_images/296477/296477_ISO_0_ES.jpg?imwidth=176,66kcal,"2,5g",9g,1g,0.0,"0,81g",0.0,Día,Alimentos Procesados
BAYMAR Berberechos frescos al natural 90 g.,Conservas de Pescado,"4,18 €",img_alcampo/Conservas de Pescado\BAYMAR_Berberechos_frescos_al_natural_90_g._66.jpg,263,11.2,8.4,12.7,0.0,1.2,1.8,Alcampo,Alimentos Procesados
Queso fresco protein plus Burgo de Arias tarrina 3 x 70 g,CharcuteriaQuesos,"1,99 €",https://www.dia.es/product_images/292414/292414_ISO_0_ES.jpg?imwidth=176,97kcal,"2,8g",4g,14g,0.0,"1,1g",0.0,Día,Carnes y Pescados
Cardo troceado Gvtarra frasco 400 g,ConservasCaldosCremas,"3,45 €",https://www.dia.es/product_images/187257/187257_ISO_0_ES.jpg?imwidth=176,11kcal,0g,"2,1g",0g,0.42498364944408107,"0,7g",0.0,Día,Alimentos Procesados
Néctar melocotón Granini brik 3 x 20 cl,AguaRefrescosZumos,"1,65 €",https://www.dia.es/product_images/2225/2225_ISO_0_ES.jpg?imwidth=176,37kcal,"0,5g","8,2g","0,5g",0.0,0g,0.0,Día,Bebidas
"Gambas cocidas pequeña, calibre 130-150",pescados_mariscos_moluscos,"2,33 €","img_alcampo/pescados_mariscos_moluscos\Gambas_cocidas_pequeña,_calibre_130-150_196.jpg",201,15.8,27.8,10.3,0.0,0.7,8.9,Alcampo,Carnes y Pescados
Helado de vainilla con nueces de macadamia Temptation de Dia tarrina 350 g,Congelados,"2,85 €",https://www.dia.es/product_images/271064/271064_ISO_0_ES.jpg?imwidth=176,255kcal,"14,7g","27,5g","2,6g",0.0,"0,22g",0.0,Día,Alimentos Procesados
Coliflor,Verdura,"2,58 €",img_mercadona\Verdura\Repollo_y_col\Coliflor_0.jpg,49.04,0.6,8.98,1.77,2.12,0.01,1.73,Mercadona,Frutas y Verduras
Aperitivos de maíz dianitos Dia bolsa 80 g,PatatasFritasEncurtidosFrutosSecos,"0,70 €",https://www.dia.es/product_images/83684/83684_ISO_0_ES.jpg?imwidth=176,508kcal,24g,66g,"5,5g",0.0,"1,8g",0.0,Día,Dulces y Snacks
Ensalada de pimientos Alsur lata 355 g,ConservasCaldosCremas,"2,79 €",https://www.dia.es/product_images/275942/275942_ISO_0_ES.jpg?imwidth=176,46kcal,"0,25g","11,24g","0,95g",0.42498364944408107,"0,52g",0.0,Día,Alimentos Procesados
Pan de hamburguesa Hacendado Rústico 100% integral,Pan de molde y otras especialidades,"1,25 €",img_mercadona\Pan_de_molde_y_otras_especialidades\Pan_de_hamburguesa_y_wrap\Pan_de_hamburguesa_Hacendado_Rústico_100%_integral_11.jpg,267.0,1.0,55.0,8.6,5.34,1.38,2.21,Mercadona,Alimentos Básicos
Mix de frutos secos enjoy Naturmundo de Dia bolsa 200 g,PatatasFritasEncurtidosFrutosSecos,"2,89 €",https://www.dia.es/product_images/292499/292499_ISO_0_ES.jpg?imwidth=176,517kcal,33g,39g,13g,0.0,"0,05g",0.0,Día,Dulces y Snacks
Filetes pechuga de pollo marinadas empanadas sin gluten,Empanados y elaborados,"2,81 €",img_mercadona\Empanados_y_elaborados\Empanados_y_elaborados\Filetes_pechuga_de_pollo_marinadas_empanadas_sin_gluten_7.jpg,228.5,7.62,29.5,9.52,0.44,1.93,0.64,Mercadona,Carnes y Pescados
Galletas María dorada Hacendado,Galletas,"1,45 €",img_mercadona\Galletas\Galletas_desayuno\Galletas_María_dorada_Hacendado_0.jpg,431.0,9.7,78.0,6.4,1.27,0.25,18.56,Mercadona,Dulces y Snacks
Rollitos con chocolate Fontaneda caja 150 g,GalletasBollosCereales,"2,50 €",https://www.dia.es/product_images/296599/296599_ISO_0_ES.jpg?imwidth=176,408kcal,18g,55g,"5,4g",0.42498364944408107,"0,49g",0.0,Día,Alimentos Procesados
Chocolate con leche Milka 270 g,AzucarChocolatesCaramelos,"2,85 €",https://www.dia.es/product_images/45685/45685_ISO_0_ES.jpg?imwidth=176,539kcal,31g,57g,"6,5g",0.7283347493627867,"0,28g",0.0,Día,Dulces y Snacks
Tomate triturado Vegecampo de Dia lata 780 g,AceitesSalsasEspecias,"0,96 €",https://www.dia.es/product_images/13105/13105_ISO_0_ES.jpg?imwidth=176,18kcal,"0,5g","2,9g","0,9g",0.0,"0,13g",0.0,Día,Alimentos Básicos
"OSCAR MAYER Salchichas cocidas de pavo, sin gluten y con sabor ahumado OSCAR MAYER Todo ave 200 g.",Charcuteria,"3,79 €","img_alcampo/Charcuteria\OSCAR_MAYER_Salchichas_cocidas_de_pavo,_sin_gluten_y_con_sabor_ahumado_OSCAR_MAYER_Todo_ave_200_g._136.jpg",145,5.8,12.5,27.9,0.0,1.0,0.6,Alcampo,Carnes y Pescados
Levadura en polvo Delimagic de Dia sobre 90 g,PanesHarinasMasas,"0,69 €",https://www.dia.es/product_images/197503/197503_ISO_0_ES.jpg?imwidth=176,87kcal,"0,1g","21,5g","0,1g",0.0,"44,68g",0.0,Día,Alimentos Básicos
Queso de untar light Philadelphia tarrina 250 g,CharcuteriaQuesos,"2,73 €",https://www.dia.es/product_images/46047/46047_ISO_0_ES.jpg?imwidth=176,154kcal,12g,"4,4g","5,9g",0.09821360153256704,"1,1g",0.0,Día,Carnes y Pescados
Fideos orientales Yakisoba sabor soja Hacendado,Pasta y fideos,"0,90 €",img_mercadona\Pasta_y_fideos\Fideos_orientales\Fideos_orientales_Yakisoba_sabor_soja_Hacendado_4.jpg,186.0,7.9,23.0,6.0,3.75,1.43,2.5,Mercadona,Alimentos Básicos
CARRETILLA Espárragos blancos 8/12 uds. lata de 150 g.,Conservas Vegetales,"2,52 €",img_alcampo/Conservas Vegetales\CARRETILLA_Espárragos_blancos_8-12_uds._lata_de_150_g._72.jpg,263,9.0,21.6,14.1,0.0,1.0,4.2,Alcampo,Alimentos Procesados
ALCAMPO CULTIVAMOS LO BUENO Contramuslos de pollo campero  Bandeja,pollo,"19,89 €",img_alcampo/pollo\ALCAMPO_CULTIVAMOS_LO_BUENO_Contramuslos_de_pollo_campero__Bandeja_9.jpg,203,11.4,20.5,19.3,0.0,1.3,4.7,Alcampo,Carnes y Pescados
Golosinas mini burger Trolli bolsa 50 g,AzucarChocolatesCaramelos,"1,19 €",https://www.dia.es/product_images/227495/227495_ISO_0_ES.jpg?imwidth=176,339kcal,"0,2g",77g,"5,5g",0.0,"0,2g",0.0,Día,Dulces y Snacks
Chocolate blanco para postres Nestlé 170 g,AzucarChocolatesCaramelos,"3,29 €",https://www.dia.es/product_images/148474/148474_ISO_0_ES.jpg?imwidth=176,562kcal,"34,2g","55,4g","7,8g",0.7283347493627867,"0,27g",0.0,Día,Dulces y Snacks
Galletas Digestive chocolate con leche Hacendado,Galletas,"1,40 €",img_mercadona\Galletas\Con_chocolate_y_rellenas\Galletas_Digestive_chocolate_con_leche_Hacendado_4.jpg,149.0,5.8,21.0,2.0,3.29,0.34,23.24,Mercadona,Dulces y Snacks
Masa fresca pizza de cereales y semillas Hacendado,Pizzas,"2,60 €",img_mercadona\Pizzas\Base_de_pizza\Masa_fresca_pizza_de_cereales_y_semillas_Hacendado_5.jpg,257.33,6.85,37.62,11.0,3.03,2.86,2.97,Mercadona,Alimentos Procesados
Queso semicurado El Cencerro de Dia 930 g,CharcuteriaQuesos,"9,11 €",https://www.dia.es/product_images/255482/255482_ISO_0_ES.jpg?imwidth=176,400kcal,34g,"0,5g",23g,0.0,"1,6g",0.0,Día,Carnes y Pescados
Galletas huevos de cereales con chocolate Artiach Dinosaurus caja 140 g,GalletasBollosCereales,"2,45 €",https://www.dia.es/product_images/207884/207884_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Procesados
Bebida 5 frutas Hacendado sin azúcares añadidos,Fruta variada(Zumos),"1,70 €",img_mercadona\Fruta_variada(Zumos)\Fruta_variada_y_otros_sabores\Bebida_5_frutas_Hacendado_sin_azúcares_añadidos_3.jpg,33.0,0.0,8.0,0.1,0.11,0.35,9.61,Mercadona,Bebidas
Fruta + leche piña y coco Hacendado,Fruta variada(Zumos),"1,25 €",img_mercadona\Fruta_variada(Zumos)\Fruta_+_leche\Fruta_+_leche_piña_y_coco_Hacendado_9.jpg,33.0,0.0,8.0,0.1,0.31,0.27,10.17,Mercadona,Bebidas
"ECOLECERA Pasta macarrones ecológicos, pasta de sémola de trigo duro de calidad superior ECOLECERA 500 g.",Pasta Alimenticia,"1,68 €","img_alcampo/Pasta Alimenticia\ECOLECERA_Pasta_macarrones_ecológicos,_pasta_de_sémola_de_trigo_duro_de_calidad_superior_ECOLECERA_500_g._22.jpg",230,18.5,19.3,25.6,0.0,0.2,3.7,Alcampo,Alimentos Básicos
Brócoli bolsa 500 g,Verduras,"1,19 €",https://www.dia.es/product_images/20002/20002_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Frutas y Verduras
ROYAL Salmón ahumado 80 g.,ahumados_surimis_anchoas_pulpos_otros,"4,07 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\ROYAL_Salmón_ahumado_80_g._126.jpg,166,9.1,16.8,23.3,0.0,1.6,4.8,Alcampo,Carnes y Pescados
Cerveza especial Estrella Galicia lata 33 cl,CervezasVinoBebidasAlcoholicas,"0,87 €",https://www.dia.es/product_images/24286/24286_ISO_0_ES.jpg?imwidth=176,47kcal,0g,"3,5g",0g,0.0,0g,0.0,Día,Bebidas
Barritas de chocolate blanco y avellanas Kinder bolsa 3 x 39 g,AzucarChocolatesCaramelos,"3,29 €",https://www.dia.es/product_images/144684/144684_ISO_0_ES.jpg?imwidth=176,571kcal,"35,9g",53g,"8,5g",0.0,"0,33g",0.0,Día,Dulces y Snacks
Lenteja cocida Hacendado,Legumbres,"0,70 €",img_mercadona\Legumbres\Lentejas_y_otros\Lenteja_cocida_Hacendado_2.jpg,179.68,6.74,20.81,8.41,9.01,0.28,2.03,Mercadona,Alimentos Básicos
AUCHAN Bebida de café 100% arábica (espresso) con leche 250 ml. Producto Alcampo,Desayuno y Merienda,"0,74 €",img_alcampo/Desayuno y Merienda\AUCHAN_Bebida_de_café_100%_arábica_(espresso)_con_leche_250_ml._Producto_Alcampo_163.jpg,137,19.6,8.3,14.0,0.0,1.1,3.7,Alcampo,Alimentos Procesados
LOREA Filetes de anchoa del Cantábrico en aceite de oliva LOREA 30 g.,ahumados_surimis_anchoas_pulpos_otros,"4,64 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\LOREA_Filetes_de_anchoa_del_Cantábrico_en_aceite_de_oliva_LOREA_30_g._97.jpg,228,7.2,3.1,26.0,0.0,1.9,6.1,Alcampo,Carnes y Pescados
Morcilla de cebolla oreada,Embutido,"1,90 €",img_mercadona\Embutido\Embutido\Morcilla_de_cebolla_oreada_3.jpg,368.5,30.5,2.53,19.25,2.18,2.76,1.98,Mercadona,Carnes y Pescados
Golosinas Cintas de fresa con pica Hacendado,Golosinas,"1,75 €",img_mercadona\Golosinas\Golosinas\Golosinas_Cintas_de_fresa_con_pica_Hacendado_14.jpg,277.89,0.53,65.22,2.41,0.43,0.02,55.57,Mercadona,Dulces y Snacks
Zumo de naranja Simon Life botella 1.5 l,AguaRefrescosZumos,"1,85 €",https://www.dia.es/product_images/46425/46425_ISO_0_ES.jpg?imwidth=176,29kcal,"0,1g",7g,0g,0.0,"0,02g",0.0,Día,Bebidas
Aceite de oliva virgen La Almazara del Olivar de Dia botella 1 l,AceitesSalsasEspecias,"7,75 €",https://www.dia.es/product_images/216284/216284_ISO_0_ES.jpg?imwidth=176,824kcal,92g,0g,0g,0.0,0g,0.0,Día,Alimentos Básicos
Leche entera Central Lechera Asturiana botella 2.2 l,LecheHuevosMantequilla,"2,41 €",https://www.dia.es/product_images/184889/184889_ISO_0_ES.jpg?imwidth=176,63kcal,"3,6g","4,6g","3,1g",0.0,"0,1g",0.0,Día,Lácteos y Huevos
Ginebra Larios botella 1 l,CervezasVinoBebidasAlcoholicas,"12,99 €",https://www.dia.es/product_images/174/174_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
EL CASERÍO Queso rallado 4 quesos 100 % naturales EL CASERIO 120 g.,Quesos,"2,69 €",img_alcampo/Quesos\EL_CASERÍO_Queso_rallado_4_quesos_100_%_naturales_EL_CASERIO_120_g._76.jpg,246,13.7,24.2,21.1,0.0,2.0,1.6,Alcampo,Lácteos y Huevos
Refresco de limón zero Upss Dia lata 33 cl,AguaRefrescosZumos,"0,35 €",https://www.dia.es/product_images/300610/300610_ISO_0_ES.jpg?imwidth=176,2kcal,0g,0g,0g,0.0,"0,07g",0.0,Día,Bebidas
"LA VACA QUE RÍE Queso fundido en lonchas Natural LA VACA QUE RÍE TRANCHETTES 22 uds. 412,5 g.",Quesos,"1,94 €","img_alcampo/Quesos\LA_VACA_QUE_RÍE_Queso_fundido_en_lonchas_Natural_LA_VACA_QUE_RÍE_TRANCHETTES_22_uds._412,5_g._10.jpg",239,17.5,8.0,22.4,0.0,0.3,7.2,Alcampo,Lácteos y Huevos
Tomate triturado Hacendado,Tomate,"0,65 €",img_mercadona\Tomate\Tomate\Tomate_triturado_Hacendado_1.jpg,179.68,6.74,20.81,8.41,0.95,0.61,2.13,Mercadona,Frutas y Verduras
Vino blanco albariño D.O Rías Baixas Pazo de Orantes,Vino blanco,"6,00 €",img_mercadona\Vino_blanco\Rioja_y_otras_denominaciones\Vino_blanco_albariño_D.O_Rías_Baixas_Pazo_de_Orantes_5.jpg,179.68,6.74,20.81,8.41,0.0,0.04,3.36,Mercadona,Bebidas
Barritas de galleta bañadas en chocolate con leche Chips Ahoy,Galletas,"1,50 €",img_mercadona\Galletas\Con_chocolate_y_rellenas\Barritas_de_galleta_bañadas_en_chocolate_con_leche_Chips_Ahoy_9.jpg,301.96,8.96,47.7,5.15,3.0,0.4,29.43,Mercadona,Dulces y Snacks
GULLÓN Dibus Magic Galletas sandwich rellenas de crema de chocolate 220 g.,Desayuno y Merienda,"4,96 €",img_alcampo/Desayuno y Merienda\GULLÓN_Dibus_Magic_Galletas_sandwich_rellenas_de_crema_de_chocolate_220_g._288.jpg,209,5.4,17.0,18.0,0.0,1.2,0.3,Alcampo,Alimentos Procesados
Arroz arborio risotto Riso scotti bolsa 500 g,ArrozPastasLegumbres,"1,83 €",https://www.dia.es/product_images/184588/184588_ISO_0_ES.jpg?imwidth=176,351kcal,1g,77g,7g,0.7854950495049505,0g,0.0,Día,Alimentos Básicos
Whisky William Lawson's botella 70 cl,CervezasVinoBebidasAlcoholicas,"10,99 €",https://www.dia.es/product_images/3732/3732_ISO_0_ES.jpg?imwidth=176,220kcal,0,0,0,0.0,0,0.0,Día,Bebidas
Guisantes tiernos y muy finos Bonduelle lata 250 g,ConservasCaldosCremas,"2,19 €",https://www.dia.es/product_images/225414/225414_ISO_0_ES.jpg?imwidth=176,69kcal,"0,8g",7g,"5,3g",0.42498364944408107,"0,55g",0.0,Día,Alimentos Procesados
Gaseosa La Casera botella 1.5 l,AguaRefrescosZumos,"1,20 €",https://www.dia.es/product_images/1792/1792_ISO_0_ES.jpg?imwidth=176,Menos de una kcal,0g,0g,0g,0.0,"0,1g",0.0,Día,Bebidas
Zumo pura naranja con pulpa Hacendado,Naranja(Zumos),"1,75 €",img_mercadona\Naranja(Zumos)\Naranja\Zumo_pura_naranja_con_pulpa_Hacendado_5.jpg,54.0,0.0,12.9,0.6,0.5,0.08,10.13,Mercadona,Bebidas
ALCAMPO ECOLÓGICO Quinoa blanca y roja cocida ecológica ALCAMPO ECOLÓGICO 2 uds. x 125 g.,Arroz y Legumbres,"2,84 €",img_alcampo/Arroz y Legumbres\ALCAMPO_ECOLÓGICO_Quinoa_blanca_y_roja_cocida_ecológica_ALCAMPO_ECOLÓGICO_2_uds._x_125_g._61.jpg,257,9.9,10.0,18.4,0.0,1.2,8.0,Alcampo,Alimentos Básicos
"AUCHAN Queso mozzarella rallado especial pizzas , 200 g. Producto Alcampo",Quesos,"1,74 €","img_alcampo/Quesos\AUCHAN_Queso_mozzarella_rallado_especial_pizzas_,_200_g._Producto_Alcampo_200.jpg",167,13.6,6.9,21.7,0.0,1.1,8.7,Alcampo,Lácteos y Huevos
Galletas rellenas de crema de cacao Nutella bolsa 304 g,GalletasBollosCereales,"4,35 €",https://www.dia.es/product_images/277488/277488_ISO_0_ES.jpg?imwidth=176,511kcal,"24,6g","63,3g","7,9g",0.0,"0,55g",0.0,Día,Alimentos Procesados
"ALCAMPO CULTIVAMOS LO BUENO  Pollo campero tradicional, entero y limpio.",pollo,"2,70 €","img_alcampo/pollo\ALCAMPO_CULTIVAMOS_LO_BUENO__Pollo_campero_tradicional,_entero_y_limpio._44.jpg",270,17.8,27.6,13.1,0.0,1.3,7.9,Alcampo,Carnes y Pescados
Patatas rojas,Verdura,"3,72 €",img_mercadona\Verdura\Patata\Patatas_rojas_2.jpg,68.0,0.0,14.5,1.9,1.62,0.02,3.56,Mercadona,Frutas y Verduras
Crema de soja Hacendado,Mantequilla y margarina,"1,10 €",img_mercadona\Mantequilla_y_margarina\Nata\Crema_de_soja_Hacendado_8.jpg,142.0,10.0,10.0,3.0,0.0,0.15,2.6,Mercadona,Lácteos y Huevos
Galletas chip choco con pepitas de chocolate sin azúcares Gullón bolsa 125 g,GalletasBollosCereales,"2,15 €",https://www.dia.es/product_images/74283/74283_ISO_0_ES.jpg?imwidth=176,458kcal,24g,63g,"5,9g",0.42498364944408107,"0,58g",0.0,Día,Alimentos Procesados
Galletas Digestive avena Hacendado,Galletas,"1,10 €",img_mercadona\Galletas\Galletas_integrales_y_digestive\Galletas_Digestive_avena_Hacendado_1.jpg,149.0,5.8,21.0,2.0,4.94,0.11,19.8,Mercadona,Dulces y Snacks
Tomate cherry pera lobello bandeja 200 g,Verduras,"1,99 €",https://www.dia.es/product_images/277976/277976_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Frutas y Verduras
Cocktail crunchy sabores Hacendado,Frutos secos y fruta desecada,"1,70 €",img_mercadona\Frutos_secos_y_fruta_desecada\Cocktails\Cocktail_crunchy_sabores_Hacendado_2.jpg,468.42,34.12,21.1,14.28,2.84,1.13,7.52,Mercadona,Frutas y Verduras
Galletas de cacao rellenas de crema bañadas con chocolate crunchy bites Oreo bolsa 110 g,GalletasBollosCereales,"1,89 €",https://www.dia.es/product_images/267606/267606_ISO_0_ES.jpg?imwidth=176,499kcal,24g,65g,"5,2g",0.42498364944408107,"0,51g",0.0,Día,Alimentos Procesados
Atún (lomos) mostrador - Sashimi,pescados_mariscos_moluscos,"4,68 €",img_alcampo/pescados_mariscos_moluscos\Atún_(lomos)_mostrador_-_Sashimi_185.jpg,150,9.1,18.1,11.0,0.0,1.9,4.7,Alcampo,Carnes y Pescados
Crema al cacao con avellanas Nutella,Chocolate,"3,95 €",img_mercadona\Chocolate\Cremas_de_untar\Crema_al_cacao_con_avellanas_Nutella_2.jpg,129.38,6.79,15.36,1.66,0.0,0,0.0,Mercadona,Dulces y Snacks
Medio pollo troceado formato familiar Selección de Dia bandeja 800 g aprox.,Carniceria,"3,35 €",https://www.dia.es/product_images/261388/261388_ISO_0_ES.jpg?imwidth=176,105kcal,"1,4g",0,23g,0.0,"0,14g",0.0,Día,Carnes y Pescados
Atún claro en aceite de girasol Albo lata 3 x 48 g,ConservasCaldosCremas,"3,49 €",https://www.dia.es/product_images/295390/295390_ISO_0_ES.jpg?imwidth=176,377kcal,33g,0g,20g,0.0,"0,8g",0.0,Día,Alimentos Procesados
Cremoso desnatado con ciruela y kiwi Bífidus Dia pack 4 x 125 g,YoguresPostres,"1,29 €",https://www.dia.es/product_images/262831/262831_ISO_0_ES.jpg?imwidth=176,50kcal,"0,5g","6,7g","4,7g",0.0,"0,17g",0.0,Día,Lácteos y Huevos
Postre lácteo con arándanos +Proteínas Hacendado 0% m.g 10 g proteínas,Yogures desnatados,"1,55 €",img_mercadona\Yogures_desnatados\Yogures_desnatados\Postre_lácteo_con_arándanos_+Proteínas_Hacendado_0%_m.g_10_g_proteínas_4.jpg,62.0,0.5,3.7,12.0,0.16,0.14,3.36,Mercadona,Lácteos y Huevos
Mantequilla ligera sin lactosa Central Lechera Asturiana tarrina 250 g,LecheHuevosMantequilla,"3,65 €",https://www.dia.es/product_images/216865/216865_ISO_0_ES.jpg?imwidth=176,367kcal,40g,"0,2g","1,6g",0.09504394861392833,"0,8g",0.0,Día,Lácteos y Huevos
Morcilla de arroz y cebolla,Embutido,"1,63 €",img_mercadona\Embutido\Embutido\Morcilla_de_arroz_y_cebolla_10.jpg,368.5,30.5,2.53,19.25,2.9,2.72,2.12,Mercadona,Carnes y Pescados
YAOS  de Nestlé Yogur estilo griego con trocitos de mango 4 x 115 g.,Yogures,"1,44 €",img_alcampo/Yogures\YAOS__de_Nestlé_Yogur_estilo_griego_con_trocitos_de_mango_4_x_115_g._219.jpg,207,13.8,22.3,27.3,0.0,1.6,4.2,Alcampo,Lácteos y Huevos
Crema de champiñones Knorr sobre 62 g,ConservasCaldosCremas,"0,99 €",https://www.dia.es/product_images/142769/142769_ISO_0_ES.jpg?imwidth=176,21kcal,"0,5g","3,7g","0,6g",0.42498364944408107,"0,83g",0.0,Día,Alimentos Procesados
Salteado de setas Al Punto Dia bolsa 450 g,Congelados,"1,58 €",https://www.dia.es/product_images/84650/84650_ISO_0_ES.jpg?imwidth=176,14kcal,0g,"1,4g","1,3g",0.0,"0,02g",0.0,Día,Alimentos Procesados
PRODUCTO ALCAMPO Galletas María dorada 800 g.,Desayuno y Merienda,"4,96 €",img_alcampo/Desayuno y Merienda\PRODUCTO_ALCAMPO_Galletas_María_dorada_800_g._139.jpg,126,16.4,21.9,15.5,0.0,0.7,7.5,Alcampo,Alimentos Procesados
KRISSIA Noodles de verduras y salsa de soja receta japonesa 210 g.,ahumados_surimis_anchoas_pulpos_otros,"3,95 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\KRISSIA_Noodles_de_verduras_y_salsa_de_soja_receta_japonesa_210_g._93.jpg,283,10.8,17.6,20.6,0.0,1.9,6.0,Alcampo,Carnes y Pescados
Salsa ranchera Salseo de Dia bote 300 g,AceitesSalsasEspecias,"1,55 €",https://www.dia.es/product_images/284524/284524_ISO_0_ES.jpg?imwidth=176,187kcal,15g,11g,2g,0.0,"1,6g",0.0,Día,Alimentos Básicos
Poke pollo,Listo para Comer,"5,50 €",img_mercadona\Listo_para_Comer\Platos_fríos\Poke_pollo_8.jpg,145.0,4.2,21.9,7.0,1.85,2.41,0.48,Mercadona,Alimentos Procesados
Vino tinto D.O Ribera del Duero Abadía Mantrús reserva,Vino tinto,"6,00 €",img_mercadona\Vino_tinto\Ribera_del_Duero\Vino_tinto_D.O_Ribera_del_Duero_Abadía_Mantrús_reserva_1.jpg,179.68,6.74,20.81,8.41,0.0,0.04,2.86,Mercadona,Bebidas
Infusión con probióticos y jengibre Pompadour caja 15 unidades,CafeCacaoInfusiones,"2,95 €",https://www.dia.es/product_images/301806/301806_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
Queso tierno El Cencerro de Dia 1 Kg,CharcuteriaQuesos,"8,57 €",https://www.dia.es/product_images/51981/51981_ISO_0_ES.jpg?imwidth=176,369kcal,31g,"1,5g",22g,0.0,"1,4g",0.0,Día,Carnes y Pescados
Cava semi seco Cabré & Sabaté,Sidra y cava,"2,95 €",img_mercadona\Sidra_y_cava\Cava_semi_seco\Cava_semi_seco_Cabré_&_Sabaté_0.jpg,179.68,6.74,20.81,8.41,0.0,0.05,4.47,Mercadona,Bebidas
"CAMPOFRÍO Salchichas de pollo, pavo y cerdo, tipo Frankfurt cocidas, ahumadas y con queso CAMPOFRÍO Campesan 2 x 170 g.",Charcuteria,"3,79 €","img_alcampo/Charcuteria\CAMPOFRÍO_Salchichas_de_pollo,_pavo_y_cerdo,_tipo_Frankfurt_cocidas,_ahumadas_y_con_queso_CAMPOFRÍO_Campesan_2_x_170_g._58.jpg",246,17.3,23.3,26.0,0.0,1.6,5.6,Alcampo,Carnes y Pescados
Aceitunas verdes sin hueso Jolca bolsa 90 g,PatatasFritasEncurtidosFrutosSecos,"0,99 €",https://www.dia.es/product_images/20663/20663_ISO_0_ES.jpg?imwidth=176,169kcal,"17,7g",0g,1g,0.0,"4,5g",0.0,Día,Dulces y Snacks
Batido de chocolate 90% leche Hacendado,Leche y bebidas vegetales,"1,35 €",img_mercadona\Leche_y_bebidas_vegetales\Batidos\Batido_de_chocolate_90%_leche_Hacendado_2.jpg,58.38,0.64,5.8,8.32,0.78,0.35,10.9,Mercadona,Lácteos y Huevos
Petit de fresa y plátano Dia Láctea pack 4 x 100 g,YoguresPostres,"1,28 €",https://www.dia.es/product_images/265286/265286_ISO_0_ES.jpg?imwidth=176,95kcal,"2,7g",12g,"5,5g",0.0,"0,1g",0.0,Día,Lácteos y Huevos
